"","School.Year","Borough","Geographical.District.Code","Register","X..Schools","Major.N","Oth.N","NoCrim.N","Prop.N","Vio.N"
"2672","2015-16","K",16,"857",4,"4","7","13","5","4"
"2673","2015-16","K",13,"1267",4,"0","1","3","1","0"
"2674","2015-16","K",15,"1722",4,"3","12","14","7","7"
"2675","2015-16","K",17,"2007",6,"3","14","14","6","11"
"2676","2015-16","K",17,"1519",4,"0","17","11","12","5"
"2677","2015-16","K",32,"1189",4,"0","11","26","4","5"
"2678","2015-16","K",20,"1277",1,"0","2","3","1","1"
"2679","2015-16","K",22,"1461",5,"3","5","9","4","3"
"2680","2015-16","K",18,"1002",3,"0","6","17","1","3"
"2681","2015-16","K",20,"3177",2,"0","6","19","3","2"
"2682","2015-16","K",18,"1459",6,"2","6","18","5","2"
"2683","2015-16","K",15,"176",1,"1","3","11","2","2"
"2684","2015-16","K",21,"3885",1,"1","8","8","4","2"
"2685","2015-16","K",22,"1047",1,"0","0","0","0","0"
"2686","2015-16","K",21,"2225",2,"0","12","13","4","7"
"2687","2015-16","K",32,"385",1,"0","0","1","0","0"
"2688","2015-16","K",15,"1314",1,"1","3","7","1","3"
"2689","2015-16","K",13,"1070",3,"1","4","14","1","3"
"2690","2015-16","K",17,"1247",1,"0","2","2","2","0"
"2691","2015-16","K",17,"1358",1,"4","8","13","1","10"
"2692","2015-16","K",14,"482",3,"1","1","13","2","0"
"2693","2015-16","K",19,"1023",1,"3","8","9","2","8"
"2694","2015-16","K",21,"549",1,"3","1","10","1","3"
"2695","2015-16","K",17,"879",2,"1","7","16","7","1"
"2696","2015-16","K",14,"1766",3,"2","6","20","5","3"
"2697","2015-16","K",15,"1449",2,"1","5","11","3","2"
"2698","2015-16","K",19,"498",1,"2","1","8","1","1"
"2699","2015-16","K",21,"917",1,"0","2","3","0","1"
"2700","2015-16","K",21,"527",1,"0","0","0","0","0"
"2701","2015-16","K",21,"206",1,"2","1","3","2","0"
"2702","2015-16","K",22,"315",1,"0","1","1","1","0"
"2703","2015-16","K",19,"660",1,"0","0","0","0","0"
"2704","2015-16","K",15,"589",1,"0","4","16","0","4"
"2705","2015-16","K",13,"203",1,"0","0","1","0","0"
"2706","2015-16","K",13,"1244",3,"0","3","14","0","1"
"2707","2015-16","K",15,"232",1,"0","1","5","1","0"
"2708","2015-16","K",20,"629",1,"0","0","3","0","0"
"2709","2015-16","K",19,"458",1,"0","0","1","0","0"
"2710","2015-16","K",19,"491",1,"0","0","1","0","0"
"2711","2015-16","K",17,"113",2,"0","2","4","0","1"
"2712","2015-16","K",15,"180",1,"0","2","1","1","1"
"2713","2015-16","K",15,"208",2,"0","2","0","2","0"
"2714","2015-16","K",19,"359",1,"0","0","0","0","0"
"2715","2015-16","K",15,"1030",2,"0","1","0","1","0"
"2716","2015-16","K",22,"549",1,"0","0","0","0","0"
"2717","2015-16","K",18,"181",2,"0","0","5","0","0"
"2718","2015-16","K",22,"538",1,"0","0","1","0","0"
"2719","2015-16","K",32,"274",1,"0","3","5","0","2"
"2720","2015-16","K",23,"237",1,"2","3","18","2","2"
"2721","2015-16","K",13,"#N/A",2,"0","0","0","0","0"
"2722","2015-16","K",17,"163",1,"0","3","9","2","1"
"2723","2015-16","K",13,"373",1,"1","2","3","2","1"
"2724","2015-16","K",32,"520",1,"1","2","5","1","2"
"2725","2015-16","K",13,"916",1,"0","3","6","1","2"
"2726","2015-16","K",15,"596",1,"0","1","0","1","0"
"2727","2015-16","K",7,"254",1,"2","3","0","0","5"
"2728","2015-16","K",20,"376",1,"0","0","1","0","0"
"2729","2015-16","K",16,"650",1,"0","2","12","1","0"
"2730","2015-16","K",13,"361",1,"0","2","1","2","0"
"2731","2015-16","K",15,"929",1,"0","0","0","0","0"
"2732","2015-16","K",16,"676",1,"0","0","0","0","0"
"2733","2015-16","K",15,"288",1,"0","0","0","0","0"
"2734","2015-16","K",18,"382",1,"0","0","0","0","0"
"2735","2015-16","K",22,"571",1,"0","0","0","0","0"
"2736","2015-16","M",2,"400",1,"0","1","0","1","0"
"2737","2015-16","M",2,"672",1,"0","1","0","1","0"
"2738","2015-16","M",2,"789",1,"0","2","1","1","0"
"2739","2015-16","M",6,"655",1,"0","0","1","0","0"
"2740","2015-16","M",2,"700",1,"0","1","1","1","0"
"2741","2015-16","M",4,"528",2,"0","2","4","1","1"
"2742","2015-16","M",6,"558",1,"0","0","0","0","0"
"2743","2015-16","M",3,"847",2,"0","1","0","1","0"
"2744","2015-16","M",5,"1409",1,"1","5","10","2","3"
"2745","2015-16","M",2,"921",1,"0","0","0","0","0"
"2746","2015-16","M",4,"1239",5,"0","1","3","1","0"
"2747","2015-16","M",1,"176",1,"0","0","0","0","0"
"2748","2015-16","M",2,"924",2,"0","1","2","1","0"
"2749","2015-16","M",1,"426",2,"1","4","3","3","2"
"2750","2015-16","M",1,"581",1,"1","3","4","1","3"
"2751","2015-16","M",1,"1753",1,"0","3","2","3","0"
"2752","2015-16","M",1,"1100",3,"1","9","12","7","1"
"2753","2015-16","M",6,"704",1,"0","3","0","3","0"
"2754","2015-16","M",3,"277",1,"0","0","0","0","0"
"2755","2015-16","M",5,"1712",3,"1","1","1","1","1"
"2756","2015-16","M",2,"639",1,"1","0","2","1","0"
"2757","2015-16","M",1,"394",1,"0","1","2","0","1"
"2758","2015-16","M",5,"447",1,"0","0","2","0","0"
"2759","2015-16","M",2,"1005",2,"0","0","0","0","0"
"2760","2015-16","M",2,"721",1,"0","0","1","0","0"
"2761","2015-16","M",2,"737",1,"0","0","0","0","0"
"2762","2015-16","M",5,"782",5,"2","6","16","3","4"
"2763","2015-16","M",3,"1289",3,"0","0","1","0","0"
"2764","2015-16","M",4,"1141",2,"1","1","7","2","0"
"2765","2015-16","M",5,"773",1,"2","5","4","3","3"
"2766","2015-16","M",2,"375",2,"1","0","0","1","0"
"2767","2015-16","M",6,"599",1,"0","0","0","0","0"
"2768","2015-16","M",4,"288",2,"1","1","7","2","0"
"2769","2015-16","M",6,"822",3,"1","5","1","3","1"
"2770","2015-16","M",3,"850",1,"0","2","1","1","0"
"2771","2015-16","M",1,"608",4,"0","0","4","0","0"
"2772","2015-16","M",4,"851",1,"2","3","4","3","2"
"2773","2015-16","M",2,"271",1,"2","3","14","2","2"
"2774","2015-16","M",1,"677",1,"0","4","1","1","1"
"2775","2015-16","M",1,"566",2,"0","0","0","0","0"
"2776","2015-16","M",1,"516",2,"0","1","0","1","0"
"2777","2015-16","M",1,"969",3,"2","1","1","3","0"
"2778","2015-16","M",2,"548",1,"0","1","0","1","0"
"2779","2015-16","M",2,"1524",3,"0","0","5","0","0"
"2780","2015-16","M",4,"638",1,"1","4","2","2","3"
"2781","2015-16","M",3,"750",2,"0","1","3","1","0"
"2782","2015-16","M",3,"503",1,"0","0","5","0","0"
"2783","2015-16","M",5,"264",1,"0","2","5","1","1"
"2784","2015-16","M",4,"333",1,"0","0","1","0","0"
"2785","2015-16","M",4,"791",2,"1","1","0","2","0"
"2786","2015-16","M",2,"761",1,"1","5","1","4","1"
"2787","2015-16","M",3,"747",2,"0","1","1","1","0"
"2788","2015-16","M",3,"852",1,"0","0","0","0","0"
"2789","2015-16","M",3,"767",2,"2","5","11","5","1"
"2790","2015-16","M",2,"714",2,"0","0","1","0","0"
"2791","2015-16","M",3,"112",2,"1","0","1","1","0"
"2792","2015-16","M",6,"1835",3,"1","5","3","3","3"
"2793","2015-16","M",5,"297",2,"0","2","1","1","1"
"2794","2015-16","M",6,"446",1,"0","0","0","0","0"
"2795","2015-16","M",4,"458",1,"3","1","4","4","0"
"2796","2015-16","M",1,"535",1,"0","0","1","0","0"
"2797","2015-16","M",6,"605",1,"2","2","0","3","1"
"2798","2015-16","M",4,"1399",3,"1","2","6","1","2"
"2799","2015-16","M",4,"304",1,"0","1","2","0","1"
"2800","2015-16","M",4,"282",1,"1","1","1","1","1"
"2801","2015-16","M",2,"1113",1,"0","3","1","1","2"
"2802","2015-16","M",4,"335",1,"0","0","2","0","0"
"2803","2015-16","M",4,"594",1,"0","3","1","1","1"
"2804","2015-16","M",1,"394",1,"0","0","0","0","0"
"2805","2015-16","M",2,"393",1,"0","1","0","1","0"
"2806","2015-16","M",2,"441",1,"0","1","0","1","0"
"2807","2015-16","M",6,"552",1,"0","1","1","1","0"
"2808","2015-16","M",2,"638",1,"0","0","1","0","0"
"2809","2015-16","M",4,"1243",3,"1","7","9","3","4"
"2810","2015-16","M",3,"1115",3,"2","0","2","1","1"
"2811","2015-16","M",6,"642",1,"0","0","0","0","0"
"2812","2015-16","M",4,"744",2,"0","2","0","0","1"
"2813","2015-16","M",5,"554",2,"1","3","7","1","2"
"2814","2015-16","M",2,"810",1,"0","2","0","1","1"
"2815","2015-16","M",5,"1564",3,"0","2","1","2","0"
"2816","2015-16","M",2,"759",1,"0","1","2","0","0"
"2817","2015-16","M",6,"824",2,"1","0","1","1","0"
"2818","2015-16","M",5,"487",1,"0","2","1","1","1"
"2819","2015-16","M",2,"970",1,"0","0","0","0","0"
"2820","2015-16","M",2,"1164",3,"2","4","6","5","1"
"2821","2015-16","M",6,"644",2,"0","3","1","3","0"
"2822","2015-16","M",5,"199",1,"0","0","2","0","0"
"2823","2015-16","M",1,"418",2,"1","2","5","1","2"
"2824","2015-16","M",5,"788",4,"2","6","27","2","6"
"2825","2015-16","M",1,"663",1,"0","1","2","1","0"
"2826","2015-16","M",1,"376",1,"0","2","5","0","0"
"2827","2015-16","M",1,"354",2,"0","2","1","2","0"
"2828","2015-16","M",6,"1121",2,"2","5","4","2","5"
"2829","2015-16","M",3,"596",2,"2","1","2","3","0"
"2830","2015-16","M",3,"558",2,"1","4","2","2","2"
"2831","2015-16","M",4,"379",1,"1","1","4","2","0"
"2832","2015-16","M",6,"959",2,"0","0","0","0","0"
"2833","2015-16","M",5,"321",2,"0","1","2","1","0"
"2834","2015-16","M",4,"507",2,"1","5","3","2","2"
"2835","2015-16","M",2,"905",2,"0","3","0","3","0"
"2836","2015-16","M",5,"888",1,"0","0","6","0","0"
"2837","2015-16","M",3,"587",1,"0","0","0","0","0"
"2838","2015-16","M",6,"317",2,"0","2","3","0","1"
"2839","2015-16","M",3,"1120",2,"2","5","9","5","2"
"2840","2015-16","M",3,"614",1,"0","0","0","0","0"
"2841","2015-16","M",2,"1343",1,"0","0","1","0","0"
"2842","2015-16","M",2,"342",1,"2","6","2","1","6"
"2843","2015-16","M",4,"1080",2,"0","3","5","2","1"
"2844","2015-16","M",6,"730",2,"0","0","0","0","0"
"2845","2015-16","M",5,"362",1,"0","3","2","2","1"
"2846","2015-16","M",6,"701",2,"0","0","0","0","0"
"2847","2015-16","M",6,"304",1,"0","1","0","1","0"
"2848","2015-16","M",3,"595",1,"0","1","0","1","0"
"2849","2015-16","M",2,"555",1,"0","0","0","0","0"
"2850","2015-16","M",3,"241",2,"0","1","1","1","0"
"2851","2015-16","M",6,"802",1,"0","0","1","0","0"
"2852","2015-16","M",1,"489",2,"1","3","3","1","3"
"2853","2015-16","M",6,"1025",1,"0","0","0","0","0"
"2854","2015-16","M",2,"627",1,"0","0","1","0","0"
"2855","2015-16","M",3,"453",1,"1","0","4","1","0"
"2856","2015-16","M",6,"715",3,"1","2","2","3","0"
"2857","2015-16","M",6,"274",1,"0","0","0","0","0"
"2858","2015-16","M",5,"1100",2,"4","2","1","4","2"
"2859","2015-16","M",5,"214",2,"0","1","4","1","0"
"2860","2015-16","M",5,"318",1,"1","0","0","1","0"
"2861","2015-16","M",6,"511",1,"0","0","0","0","0"
"2862","2015-16","M",2,"843",2,"0","1","0","1","0"
"2863","2015-16","M",3,"903",1,"0","0","0","0","0"
"2864","2015-16","M",5,"482",1,"0","0","1","0","0"
"2865","2015-16","M",4,"687",2,"1","0","6","1","0"
"2866","2015-16","M",3,"285",1,"0","1","2","0","1"
"2867","2015-16","M",3,"141",1,"0","1","2","1","0"
"2868","2015-16","M",6,"1157",3,"1","2","1","2","1"
"2869","2015-16","M",2,"704",1,"0","0","1","0","0"
"2870","2015-16","M",2,"365",1,"0","0","0","0","0"
"2871","2015-16","M",2,"587",1,"0","0","0","0","0"
"2872","2015-16","M",2,"1255",2,"0","0","0","0","0"
"2873","2015-16","M",2,"152",1,"0","0","0","0","0"
"2874","2015-16","M",2,"1279",3,"1","7","9","2","2"
"2875","2015-16","M",2,"370",1,"0","0","0","0","0"
"2876","2015-16","M",2,"155",1,"0","0","0","0","0"
"2877","2015-16","M",5,"219",1,"0","0","0","0","0"
"2878","2015-16","M",4,"1841",2,"0","4","7","1","2"
"2879","2015-16","M",2,"650",1,"2","7","19","4","3"
"2880","2015-16","M",5,"475",1,"0","0","0","0","0"
"2881","2015-16","M",2,"2430",6,"3","16","14","12","6"
"2882","2015-16","M",2,"1891",5,"2","5","12","6","1"
"2883","2015-16","M",1,"343",1,"0","3","5","0","1"
"2884","2015-16","M",2,"427",1,"0","0","1","0","0"
"2885","2015-16","M",6,"645",1,"0","1","1","0","1"
"2886","2015-16","M",2,"2535",7,"1","7","26","6","2"
"2887","2015-16","M",6,"2045",5,"2","7","18","2","7"
"2888","2015-16","M",3,"1907",5,"4","6","27","3","5"
"2889","2015-16","M",2,"2453",3,"1","6","11","3","3"
"2890","2015-16","M",2,"3327",1,"0","2","4","1","0"
"2891","2015-16","M",2,"1806",5,"0","2","2","0","2"
"2892","2015-16","M",3,"2713",1,"0","4","2","2","0"
"2893","2015-16","M",2,"2015",2,"0","7","2","6","0"
"2894","2015-16","M",2,"231",1,"0","0","0","0","0"
"2895","2015-16","M",3,"2349",6,"1","5","33","3","1"
"2896","2015-16","M",4,"404",1,"0","1","2","0","1"
"2897","2015-16","M",5,"1131",3,"1","3","2","1","2"
"2898","2015-16","M",3,"535",1,"1","3","7","3","0"
"2899","2015-16","M",2,"184",1,"0","0","0","0","0"
"2900","2015-16","M",1,"448",2,"0","5","3","4","0"
"2901","2015-16","M",2,"641",1,"0","0","0","0","0"
"2902","2015-16","M",2,"1245",4,"1","9","26","3","4"
"2903","2015-16","M",6,"206",1,"0","2","2","1","1"
"2904","2015-16","M",2,"2131",5,"1","5","15","4","2"
"2905","2015-16","M",6,"1438",1,"3","8","14","6","4"
"2906","2015-16","M",2,"1798",1,"2","8","17","7","3"
"2907","2015-16","M",2,"892",2,"1","2","6","3","0"
"2908","2015-16","M",2,"2049",4,"1","5","13","4","2"
"2909","2015-16","M",2,"1670",5,"0","4","8","3","0"
"2910","2015-16","M",2,"858",3,"3","2","3","3","2"
"2911","2015-16","M",2,"616",1,"2","5","17","4","3"
"2912","2015-16","M",2,"747",1,"1","2","1","3","0"
"2913","2015-16","M",2,"745",1,"2","3","1","2","3"
"2914","2015-16","M",1,"192",1,"0","1","1","0","1"
"2915","2015-16","M",2,"61",1,"0","0","8","0","0"
"2916","2015-16","M",2,"2054",3,"0","6","13","1","3"
"2917","2015-16","M",3,"1306",1,"0","0","0","0","0"
"2918","2015-16","M",3,"354",1,"0","1","1","1","0"
"2919","2015-16","M",2,"554",1,"0","1","2","0","1"
"2920","2015-16","M",2,"279",1,"0","0","1","0","0"
"2921","2015-16","M",2,"441",1,"0","0","0","0","0"
"2922","2015-16","M",2,"445",1,"0","0","1","0","0"
"2923","2015-16","M",6,"503",1,"0","1","0","1","0"
"2924","2015-16","M",2,"422",1,"0","0","3","0","0"
"2925","2015-16","M",2,"456",2,"0","1","2","1","0"
"2926","2015-16","M",2,"684",1,"0","4","9","1","2"
"2927","2015-16","M",4,"491",1,"0","1","0","1","0"
"2928","2015-16","M",2,"247",1,"0","0","0","0","0"
"2929","2015-16","M",6,"395",1,"0","0","1","0","0"
"2930","2015-16","M",2,"152",1,"0","0","0","0","0"
"2931","2015-16","M",5,"254",1,"0","1","2","1","0"
"2932","2015-16","M",5,"266",1,"0","0","1","0","0"
"2933","2015-16","M",6,"533",1,"0","1","0","0","0"
"2934","2015-16","M",2,"266",1,"0","0","1","0","0"
"2935","2015-16","M",2,"157",1,"0","0","0","0","0"
"2936","2015-16","Q",28,"529",1,"0","0","0","0","0"
"2937","2015-16","M",5,"549",1,"1","2","4","3","0"
"2938","2015-16","M",2,"443",1,"0","0","0","0","0"
"2939","2015-16","M",6,"759",1,"0","0","1","0","0"
"2940","2015-16","Q",30,"593",3,"0","0","0","0","0"
"2941","2015-16","Q",28,"196",1,"0","0","0","0","0"
"2942","2015-16","Q",24,"1825",1,"0","3","2","2","1"
"2943","2015-16","Q",24,"1017",1,"0","0","1","0","0"
"2944","2015-16","Q",28,"1313",3,"0","5","7","4","0"
"2945","2015-16","Q",24,"655",1,"0","1","0","0","1"
"2946","2015-16","Q",30,"790",1,"0","2","2","1","1"
"2947","2015-16","Q",30,"1178",1,"1","1","2","2","0"
"2948","2015-16","Q",24,"1281",1,"0","1","0","1","0"
"2949","2015-16","Q",24,"1632",1,"0","0","0","0","0"
"2950","2015-16","Q",24,"1768",1,"0","0","0","0","0"
"2951","2015-16","Q",29,"468",1,"0","0","0","0","0"
"2952","2015-16","Q",29,"654",1,"0","0","0","0","0"
"2953","2015-16","Q",30,"798",2,"0","1","0","1","0"
"2954","2015-16","Q",26,"658",1,"0","0","2","0","0"
"2955","2015-16","Q",24,"1996",1,"0","0","0","0","0"
"2956","2015-16","Q",25,"1382",1,"0","1","0","0","1"
"2957","2015-16","Q",25,"1367",1,"0","0","2","0","0"
"2958","2015-16","Q",25,"853",1,"1","0","0","0","1"
"2959","2015-16","Q",25,"446",1,"0","0","1","0","0"
"2960","2015-16","Q",25,"1029",1,"0","0","2","0","0"
"2961","2015-16","Q",25,"1453",2,"0","1","6","1","0"
"2962","2015-16","Q",26,"676",1,"0","1","1","1","0"
"2963","2015-16","Q",24,"545",1,"0","0","0","0","0"
"2964","2015-16","Q",25,"769",1,"0","0","0","0","0"
"2965","2015-16","Q",28,"630",1,"0","0","1","0","0"
"2966","2015-16","Q",26,"544",1,"0","0","0","0","0"
"2967","2015-16","Q",25,"964",1,"0","0","0","0","0"
"2968","2015-16","Q",29,"1053",1,"0","0","0","0","0"
"2969","2015-16","Q",29,"570",1,"0","0","0","0","0"
"2970","2015-16","Q",29,"487",1,"0","0","0","0","0"
"2971","2015-16","Q",29,"547",1,"0","0","0","0","0"
"2972","2015-16","Q",29,"218",1,"0","0","0","0","0"
"2973","2015-16","Q",28,"610",2,"0","1","1","0","0"
"2974","2015-16","Q",26,"521",1,"0","1","0","1","0"
"2975","2015-16","Q",27,"701",1,"1","4","6","1","3"
"2976","2015-16","Q",27,"981",1,"0","5","4","3","2"
"2977","2015-16","Q",27,"391",1,"0","0","3","0","0"
"2978","2015-16","Q",26,"613",1,"0","0","0","0","0"
"2979","2015-16","Q",27,"220",1,"0","0","1","0","0"
"2980","2015-16","Q",24,"1102",1,"0","1","0","0","0"
"2981","2015-16","Q",28,"801",1,"0","0","0","0","0"
"2982","2015-16","Q",27,"255",1,"0","0","0","0","0"
"2983","2015-16","Q",29,"509",1,"0","0","0","0","0"
"2984","2015-16","Q",27,"624",2,"0","0","3","0","0"
"2985","2015-16","Q",28,"586",1,"0","0","1","0","0"
"2986","2015-16","Q",27,"407",1,"0","0","0","0","0"
"2987","2015-16","Q",24,"1029",1,"0","0","1","0","0"
"2988","2015-16","Q",29,"548",2,"0","1","2","0","1"
"2989","2015-16","Q",27,"1233",1,"0","0","0","0","0"
"2990","2015-16","Q",24,"2158",1,"0","2","2","0","0"
"2991","2015-16","Q",27,"947",1,"0","0","0","0","0"
"2992","2015-16","Q",27,"1377",1,"0","0","0","0","0"
"2993","2015-16","Q",27,"664",1,"0","0","1","0","0"
"2994","2015-16","Q",27,"544",1,"0","0","0","0","0"
"2995","2015-16","Q",26,"907",1,"0","1","1","1","0"
"2996","2015-16","Q",24,"757",1,"0","1","0","1","0"
"2997","2015-16","Q",30,"1087",1,"0","0","1","0","0"
"2998","2015-16","Q",30,"999",1,"0","0","0","0","0"
"2999","2015-16","Q",24,"891",1,"1","0","1","1","0"
"3000","2015-16","Q",28,"807",2,"2","4","1","4","1"
"3001","2015-16","Q",24,"993",1,"0","0","0","0","0"
"3002","2015-16","Q",24,"1975",1,"1","0","1","1","0"
"3003","2015-16","Q",26,"1122",1,"0","0","0","0","0"
"3004","2015-16","Q",24,"539",1,"0","0","1","0","0"
"3005","2015-16","Q",30,"557",1,"0","0","0","0","0"
"3006","2015-16","Q",25,"1065",1,"0","0","0","0","0"
"3007","2015-16","Q",28,"551",1,"0","0","0","0","0"
"3008","2015-16","Q",24,"861",1,"0","0","1","0","0"
"3009","2015-16","Q",28,"643",1,"0","0","0","0","0"
"3010","2015-16","Q",30,"346",1,"0","0","0","0","0"
"3011","2015-16","Q",30,"593",1,"0","0","0","0","0"
"3012","2015-16","Q",28,"934",1,"0","1","0","0","0"
"3013","2015-16","Q",24,"593",1,"0","0","1","0","0"
"3014","2015-16","Q",24,"1069",1,"0","0","0","0","0"
"3015","2015-16","Q",24,"2007",1,"0","0","0","0","0"
"3016","2015-16","Q",27,"851",1,"0","0","1","0","0"
"3017","2015-16","Q",24,"811",1,"0","0","0","0","0"
"3018","2015-16","Q",24,"1150",1,"0","1","2","0","1"
"3019","2015-16","Q",26,"366",1,"0","0","0","0","0"
"3020","2015-16","Q",29,"1517",1,"0","0","0","0","0"
"3021","2015-16","Q",27,"309",1,"0","0","1","0","0"
"3022","2015-16","Q",27,"741",1,"0","0","0","0","0"
"3023","2015-16","Q",26,"205",1,"0","0","0","0","0"
"3024","2015-16","Q",28,"836",1,"0","0","0","0","0"
"3025","2015-16","Q",27,"966",1,"0","0","0","0","0"
"3026","2015-16","Q",28,"633",1,"1","1","0","2","0"
"3027","2015-16","Q",24,"1314",1,"0","0","0","0","0"
"3028","2015-16","Q",27,"722",1,"1","0","0","1","0"
"3029","2015-16","Q",27,"890",1,"0","2","1","2","0"
"3030","2015-16","Q",27,"218",1,"0","0","0","0","0"
"3031","2015-16","Q",25,"989",1,"0","0","0","0","0"
"3032","2015-16","Q",27,"1446",1,"0","0","0","0","0"
"3033","2015-16","Q",29,"964",1,"0","4","8","3","0"
"3034","2015-16","Q",30,"285",1,"0","2","4","1","1"
"3035","2015-16","Q",30,"524",1,"0","0","0","0","0"
"3036","2015-16","Q",24,"948",1,"1","1","0","0","2"
"3037","2015-16","Q",27,"640",1,"0","0","0","0","0"
"3038","2015-16","Q",26,"699",1,"0","0","0","0","0"
"3039","2015-16","Q",29,"756",1,"0","1","0","0","1"
"3040","2015-16","Q",28,"1081",1,"0","0","0","0","0"
"3041","2015-16","Q",29,"530",1,"1","1","0","1","1"
"3042","2015-16","Q",24,"1190",1,"0","2","0","0","2"
"3043","2015-16","Q",25,"1056",1,"0","0","4","0","0"
"3044","2015-16","Q",28,"949",1,"0","1","0","1","0"
"3045","2015-16","Q",30,"1385",1,"0","1","0","0","1"
"3046","2015-16","Q",27,"698",1,"0","0","1","0","0"
"3047","2015-16","Q",27,"1289",1,"0","0","1","0","0"
"3048","2015-16","Q",24,"1498",1,"0","2","1","1","0"
"3049","2015-16","Q",30,"581",1,"0","0","1","0","0"
"3050","2015-16","Q",30,"1335",1,"0","0","1","0","0"
"3051","2015-16","Q",25,"1130",1,"0","0","0","0","0"
"3052","2015-16","Q",26,"374",1,"0","0","0","0","0"
"3053","2015-16","Q",29,"829",1,"0","0","1","0","0"
"3054","2015-16","Q",29,"381",1,"0","0","0","0","0"
"3055","2015-16","Q",26,"485",1,"0","0","0","0","0"
"3056","2015-16","Q",29,"436",1,"1","1","1","1","1"
"3057","2015-16","Q",29,"1012",1,"0","0","0","0","0"
"3058","2015-16","Q",29,"624",1,"0","0","0","0","0"
"3059","2015-16","Q",27,"1887",1,"1","2","2","2","1"
"3060","2015-16","Q",29,"790",1,"0","3","1","0","2"
"3061","2015-16","Q",28,"821",1,"0","0","0","0","0"
"3062","2015-16","Q",28,"521",1,"0","0","0","0","0"
"3063","2015-16","Q",30,"1161",1,"0","1","2","0","1"
"3064","2015-16","Q",28,"373",1,"2","4","3","3","3"
"3065","2015-16","Q",24,"1719",1,"0","0","1","0","0"
"3066","2015-16","Q",28,"869",1,"0","0","0","0","0"
"3067","2015-16","Q",30,"1925",1,"1","0","3","0","1"
"3068","2015-16","Q",27,"704",1,"0","0","0","0","0"
"3069","2015-16","Q",29,"630",1,"0","5","8","1","4"
"3070","2015-16","Q",30,"1030",1,"0","0","0","0","0"
"3071","2015-16","Q",30,"1177",1,"0","0","0","0","0"
"3072","2015-16","Q",30,"1147",1,"0","0","2","0","0"
"3073","2015-16","Q",30,"432",1,"0","0","3","0","0"
"3074","2015-16","Q",30,"1257",1,"1","0","0","1","0"
"3075","2015-16","Q",24,"1334",1,"0","0","0","0","0"
"3076","2015-16","Q",25,"736",1,"0","0","0","0","0"
"3077","2015-16","Q",27,"566",1,"0","0","0","0","0"
"3078","2015-16","Q",29,"533",2,"0","3","2","3","0"
"3079","2015-16","Q",28,"1608",1,"0","1","0","1","0"
"3080","2015-16","Q",26,"1072",1,"0","2","0","0","0"
"3081","2015-16","Q",26,"660",1,"0","0","1","0","0"
"3082","2015-16","Q",28,"699",1,"0","0","0","0","0"
"3083","2015-16","Q",28,"703",1,"1","0","0","0","1"
"3084","2015-16","Q",26,"688",1,"0","0","0","0","0"
"3085","2015-16","Q",25,"643",1,"0","0","0","0","0"
"3086","2015-16","Q",25,"663",1,"0","1","0","0","1"
"3087","2015-16","Q",25,"749",1,"0","0","1","0","0"
"3088","2015-16","Q",30,"1180",1,"0","1","0","1","0"
"3089","2015-16","Q",25,"1344",3,"0","3","7","3","0"
"3090","2015-16","Q",25,"790",2,"0","0","1","0","0"
"3091","2015-16","Q",30,"521",1,"0","0","2","0","0"
"3092","2015-16","Q",26,"988",1,"0","0","1","0","0"
"3093","2015-16","Q",26,"951",1,"0","2","0","2","0"
"3094","2015-16","Q",28,"704",1,"0","0","1","0","0"
"3095","2015-16","Q",28,"766",1,"0","0","1","0","0"
"3096","2015-16","Q",29,"732",1,"0","0","1","0","0"
"3097","2015-16","Q",26,"496",1,"0","0","1","0","0"
"3098","2015-16","Q",26,"564",1,"0","0","0","0","0"
"3099","2015-16","Q",26,"425",1,"0","0","1","0","0"
"3100","2015-16","Q",27,"1304",1,"0","0","0","0","0"
"3101","2015-16","Q",29,"389",1,"0","0","0","0","0"
"3102","2015-16","Q",27,"586",1,"0","2","4","1","1"
"3103","2015-16","Q",25,"521",1,"0","0","0","0","0"
"3104","2015-16","Q",25,"1538",1,"0","1","1","1","0"
"3105","2015-16","Q",26,"807",2,"0","0","1","0","0"
"3106","2015-16","Q",26,"724",1,"0","0","0","0","0"
"3107","2015-16","Q",27,"674",1,"1","0","0","1","0"
"3108","2015-16","Q",25,"1143",2,"0","2","2","2","0"
"3109","2015-16","Q",28,"1057",1,"0","4","1","3","1"
"3110","2015-16","Q",26,"923",2,"0","0","0","0","0"
"3111","2015-16","Q",29,"1087",2,"1","5","2","4","2"
"3112","2015-16","Q",25,"550",1,"0","0","0","0","0"
"3113","2015-16","Q",25,"1108",1,"0","2","2","0","1"
"3114","2015-16","Q",29,"613",1,"0","0","0","0","0"
"3115","2015-16","Q",28,"901",1,"0","0","0","0","0"
"3116","2015-16","Q",27,"567",1,"1","1","6","1","1"
"3117","2015-16","Q",27,"524",1,"0","0","0","0","0"
"3118","2015-16","Q",24,"1046",1,"0","0","0","0","0"
"3119","2015-16","Q",25,"488",1,"0","1","1","0","1"
"3120","2015-16","Q",25,"511",1,"0","1","1","1","0"
"3121","2015-16","Q",27,"1671",2,"1","7","18","1","5"
"3122","2015-16","Q",26,"924",1,"0","0","0","0","0"
"3123","2015-16","Q",30,"826",2,"0","5","6","0","4"
"3124","2015-16","Q",26,"311",1,"0","0","0","0","0"
"3125","2015-16","Q",28,"589",1,"0","0","0","0","0"
