"","School.Year","Borough","Geographical.District.Code","Register","X..Schools","Major.N","Oth.N","NoCrim.N","Prop.N","Vio.N"
"899","2013-14","R",31,"781",1,"0","0","0","0","0"
"900","2013-14","R",31,"1,147",1,"0","0","0","0","0"
"901","2013-14","R",31,"369",1,"0","0","0","0","0"
"902","2013-14","R",31,"934",1,"0","0","0","0","0"
"903","2013-14","R",31,"343",1,"0","1","0","1","0"
"904","2013-14","R",31,"589",1,"1","1","1","2","0"
"905","2013-14","R",31,"477",2,"0","1","1","0","0"
"906","2013-14","R",31,"713",1,"0","1","4","1","0"
"907","2013-14","R",31,"939",1,"1","1","0","2","0"
"908","2013-14","R",31,"1,438",3,"0","3","11","3","0"
"909","2013-14","R",31,"890",1,"0","2","1","1","1"
"910","2013-14","R",31,"911",1,"0","1","1","1","0"
"911","2013-14","R",31,"340",1,"0","2","0","2","0"
"912","2013-14","R",31,"87",1,"0","1","0","1","0"
"913","2013-14","R",31,"795",1,"1","4","9","1","4"
"914","2013-14","R",31,"882",1,"0","0","0","0","0"
"915","2013-14","R",31,"1,129",1,"1","5","6","2","2"
"916","2013-14","R",31,"514",1,"0","0","0","0","0"
"917","2013-14","R",31,"662",1,"0","0","1","0","0"
"918","2013-14","R",31,"822",1,"0","1","0","1","0"
"919","2013-14","R",31,"665",1,"0","0","1","0","0"
"920","2013-14","R",31,"723",1,"0","0","0","0","0"
"921","2013-14","R",31,"658",1,"0","0","1","0","0"
"922","2013-14","R",31,"799",1,"0","0","1","0","0"
"923","2013-14","R",31,"80",1,"0","0","0","0","0"
"924","2013-14","R",31,"938",1,"1","0","1","1","0"
"925","2013-14","R",31,"1,183",1,"1","9","7","6","2"
"926","2013-14","R",31,"940",1,"0","0","0","0","0"
"927","2013-14","R",31,"747",1,"0","0","1","0","0"
"928","2013-14","R",31,"1,252",1,"0","1","3","1","0"
"929","2013-14","R",31,"1,342",1,"0","1","0","0","0"
"930","2013-14","R",31,"2,734",2,"0","14","26","9","4"
"931","2013-14","R",31,"1,235",1,"0","0","0","0","0"
"932","2013-14","R",31,"1,793",1,"0","19","34","9","8"
"933","2013-14","R",31,"2,396",1,"5","26","37","15","12"
"934","2013-14","R",31,"4,163",2,"1","12","13","7","6"
"935","2013-14","R",31,"3,461",1,"3","12","36","9","2"
"936","2013-14","R",31,"169",1,"0","1","0","1","0"
"937","2013-14","R",31,"632",1,"0","8","15","1","3"
"938","2013-14","R",31,"391",1,"0","3","2","1","2"
"939","2013-14","R",31,"521",2,"2","7","45","1","7"
"940","2014-15","Q",24,"186",1,"0","0","0","0","0"
"941","2013-14","R",31,"402",1,"0","1","0","0","0"
"942","2013-14","R",31,"295",1,"0","2","1","1","1"
"943","2013-14","R",31,"353",1,"0","0","1","0","0"
"944","2013-14","R",31,"829",1,"0","0","1","0","0"
"945","2013-14","R",31,"1,272",1,"0","3","7","1","1"
"946","2013-14","X",7,"685",1,"0","1","0","0","1"
"947","2013-14","X",11,"451",1,"0","0","1","0","0"
"948","2013-14","X",9,"884",2,"2","4","6","2","1"
"949","2013-14","X",10,"358",1,"0","2","2","1","0"
"950","2013-14","X",9,"734",3,"2","1","3","1","1"
"951","2013-14","X",7,"701",1,"0","0","1","0","0"
"952","2013-14","X",12,"616",1,"0","2","0","2","0"
"953","2013-14","X",10,"697",1,"0","0","1","0","0"
"954","2013-14","X",10,"1,196",1,"0","2","2","2","0"
"955","2013-14","X",10,"830",1,"0","0","0","0","0"
"956","2013-14","X",9,"755",1,"0","0","1","0","0"
"957","2013-14","X",11,"246",1,"3","7","10","4","6"
"958","2013-14","X",8,"607",1,"0","1","1","1","0"
"959","2013-14","X",10,"1,206",2,"0","3","1","0","1"
"960","2013-14","X",11,"561",1,"1","0","1","0","1"
"961","2013-14","X",7,"544",1,"0","0","1","0","0"
"962","2013-14","X",11,"501",1,"0","0","1","0","0"
"963","2013-14","X",10,"1,100",1,"0","1","0","1","0"
"964","2013-14","X",11,"696",1,"0","0","0","0","0"
"965","2013-14","X",9,"1,067",2,"4","16","28","12","6"
"966","2013-14","X",10,"601",1,"0","0","0","0","0"
"967","2013-14","X",10,"935",1,"0","1","0","0","1"
"968","2013-14","X",7,"470",1,"0","0","0","0","0"
"969","2013-14","X",10,"789",2,"1","4","4","2","2"
"970","2013-14","X",7,"435",1,"1","3","1","4","0"
"971","2013-14","X",9,"736",1,"0","0","0","0","0"
"972","2013-14","X",7,"738",1,"0","1","1","0","0"
"973","2013-14","X",7,"565",1,"0","1","0","1","0"
"974","2013-14","X",10,"805",1,"0","0","0","0","0"
"975","2013-14","X",10,"1,075",1,"0","1","1","0","1"
"976","2013-14","X",10,"491",1,"0","0","0","0","0"
"977","2013-14","X",9,"661",1,"0","1","0","1","0"
"978","2013-14","X",8,"704",1,"0","0","0","0","0"
"979","2013-14","X",10,"642",1,"0","3","3","0","2"
"980","2013-14","X",8,"625",2,"2","6","16","6","1"
"981","2013-14","X",7,"698",2,"1","3","1","4","0"
"982","2013-14","X",11,"876",1,"1","0","1","1","0"
"983","2013-14","X",9,"460",1,"0","0","1","0","0"
"984","2013-14","X",7,"536",1,"0","1","3","1","0"
"985","2013-14","X",12,"517",2,"1","4","4","3","0"
"986","2013-14","X",10,"797",1,"0","2","5","0","2"
"987","2013-14","X",10,"1,288",1,"0","0","0","0","0"
"988","2013-14","X",12,"1,130",1,"1","1","1","2","0"
"989","2013-14","X",8,"855",1,"1","1","2","1","1"
"990","2014-15","Q",24,"1085",1,"0","1","3","1","0"
"991","2013-14","X",7,"668",2,"1","1","0","0","2"
"992","2013-14","X",12,"408",2,"0","0","1","0","0"
"993","2013-14","X",8,"590",2,"0","4","0","2","0"
"994","2013-14","X",9,"1,320",1,"1","4","4","3","1"
"995","2013-14","X",10,"486",1,"0","1","2","1","0"
"996","2013-14","X",10,"665",1,"0","0","1","0","0"
"997","2013-14","X",12,"816",2,"0","0","1","0","0"
"998","2013-14","X",9,"456",1,"0","0","0","0","0"
"999","2013-14","X",10,"569",1,"0","1","0","1","0"
"1000","2013-14","X",8,"706",2,"0","0","1","0","0"
"1001","2013-14","X",12,"608",2,"0","2","3","1","0"
"1002","2013-14","X",8,"766",1,"0","2","1","1","0"
"1003","2013-14","X",9,"588",1,"0","2","1","1","1"
"1004","2013-14","X",9,"883",3,"0","0","3","0","0"
"1005","2013-14","X",10,"734",1,"0","0","3","0","0"
"1006","2013-14","X",12,"506",1,"0","1","0","1","0"
"1007","2013-14","X",7,"450",2,"0","2","0","1","1"
"1008","2013-14","X",12,"916",2,"0","4","3","1","2"
"1009","2013-14","X",12,"1,255",2,"2","2","6","4","0"
"1010","2013-14","X",11,"774",1,"0","1","3","1","0"
"1011","2013-14","X",8,"589",1,"0","1","0","1","0"
"1012","2013-14","X",9,"1,388",1,"1","0","0","1","0"
"1013","2013-14","X",8,"1,698",1,"2","0","2","2","0"
"1014","2013-14","X",8,"896",1,"0","1","0","1","0"
"1015","2013-14","X",9,"872",1,"0","1","0","1","0"
"1016","2013-14","X",8,"361",2,"1","7","2","2","4"
"1017","2013-14","X",8,"579",1,"0","2","1","1","1"
"1018","2013-14","X",11,"1,046",1,"1","2","3","2","1"
"1019","2013-14","X",12,"1,863",2,"1","2","5","3","0"
"1020","2013-14","X",11,"802",1,"1","1","2","2","0"
"1021","2013-14","X",10,"1,277",3,"0","3","0","1","2"
"1022","2013-14","X",11,"1,231",1,"0","0","2","0","0"
"1023","2013-14","X",10,"1,494",2,"5","5","10","1","9"
"1024","2013-14","X",10,"645",1,"1","0","0","1","0"
"1025","2013-14","X",9,"1,168",3,"0","4","2","1","3"
"1026","2013-14","X",11,"1,685",1,"0","1","2","0","1"
"1027","2013-14","X",12,"624",1,"1","1","0","2","0"
"1028","2013-14","X",10,"1,006",1,"0","0","0","0","0"
"1029","2013-14","X",10,"1,655",1,"0","1","0","0","1"
"1030","2013-14","X",11,"636",1,"0","0","0","0","0"
"1031","2013-14","X",9,"214",1,"0","0","0","0","0"
"1032","2013-14","X",11,"1,416",1,"1","0","4","1","0"
"1033","2013-14","X",9,"1,146",2,"0","3","3","0","0"
"1034","2013-14","X",8,"392",2,"1","0","0","1","0"
"1035","2013-14","X",10,"1,198",1,"0","1","1","1","0"
"1036","2013-14","X",10,"1,661",2,"0","2","3","1","0"
"1037","2013-14","X",11,"987",1,"0","0","0","0","0"
"1038","2013-14","X",11,"748",1,"0","0","1","0","0"
"1039","2013-14","X",12,"934",4,"0","8","10","2","4"
"1040","2013-14","X",12,"502",2,"1","4","17","3","2"
"1041","2013-14","X",8,"596",1,"0","1","0","1","0"
"1042","2013-14","X",7,"449",2,"1","2","2","3","0"
"1043","2013-14","X",8,"1,565",3,"0","0","1","0","0"
"1044","2013-14","X",12,"1,269",4,"1","1","1","2","0"
"1045","2013-14","X",11,"1,106",1,"0","2","1","1","0"
"1046","2013-14","X",9,"797",1,"0","0","2","0","0"
"1047","2013-14","X",11,"1,438",1,"0","0","1","0","0"
"1048","2013-14","X",11,"592",1,"0","0","1","0","0"
"1049","2013-14","X",9,"819",1,"0","1","3","1","0"
"1050","2013-14","X",9,"834",2,"0","0","1","0","0"
"1051","2013-14","X",11,"734",1,"3","1","0","4","0"
"1052","2013-14","X",11,"1,155",4,"3","14","14","2","13"
"1053","2013-14","X",9,"877",1,"0","3","1","1","1"
"1054","2013-14","X",10,"755",2,"1","3","6","1","1"
"1055","2013-14","X",12,"663",3,"2","3","9","2","3"
"1056","2013-14","X",9,"825",2,"3","0","1","0","3"
"1057","2013-14","X",10,"1,201",1,"1","3","9","1","2"
"1058","2013-14","X",8,"1,035",1,"0","2","1","2","0"
"1059","2013-14","X",8,"222",1,"2","2","2","1","2"
"1060","2013-14","X",11,"1,014",1,"1","0","2","1","0"
"1061","2013-14","X",10,"767",1,"0","0","0","0","0"
"1062","2013-14","X",8,"824",2,"3","5","9","2","6"
"1063","2013-14","X",8,"663",2,"0","8","10","0","7"
"1064","2013-14","X",9,"704",1,"0","0","3","0","0"
"1065","2013-14","X",11,"841",2,"0","3","2","0","1"
"1066","2013-14","X",12,"853",2,"0","3","1","1","1"
"1067","2013-14","X",8,"496",1,"0","0","0","0","0"
"1068","2013-14","X",8,"1,030",2,"1","9","18","2","2"
"1069","2013-14","X",9,"492",1,"0","0","0","0","0"
"1070","2015-16","K",22,"212",1,"0","0","0","0","0"
"1071","2013-14","X",12,"727",1,"0","1","0","1","0"
"1072","2013-14","X",11,"1,079",4,"2","3","7","2","2"
"1073","2013-14","X",12,"575",1,"0","7","3","2","2"
"1074","2013-14","X",10,"1,156",2,"1","4","8","1","3"
"1075","2013-14","X",8,"842",1,"0","1","2","0","0"
"1076","2013-14","X",7,"1,060",3,"0","1","3","0","1"
"1077","2013-14","X",8,"647",1,"1","0","0","1","0"
"1078","2013-14","X",10,"1,355",1,"0","2","9","1","1"
"1079","2013-14","X",11,"914",4,"1","4","2","0","2"
"1080","2013-14","X",10,"1,354",2,"1","3","5","2","2"
"1081","2013-14","X",11,"1,014",2,"2","8","26","3","4"
"1082","2013-14","X",9,"986",4,"2","7","20","0","6"
"1083","2013-14","X",8,"461",2,"0","0","2","0","0"
"1084","2013-14","X",9,"988",2,"0","5","6","1","1"
"1085","2013-14","X",9,"405",1,"0","0","1","0","0"
"1086","2013-14","X",9,"1,118",3,"0","7","11","0","2"
"1087","2013-14","X",7,"1,095",2,"2","5","3","5","2"
"1088","2013-14","X",12,"925",1,"1","1","0","2","0"
"1089","2013-14","X",7,"956",3,"0","4","6","1","2"
"1090","2013-14","X",8,"977",1,"1","0","1","1","0"
"1091","2013-14","X",11,"669",1,"0","0","1","0","0"
"1092","2013-14","X",7,"762",2,"3","14","17","6","10"
"1093","2013-14","X",7,"1,227",3,"0","0","0","0","0"
"1094","2013-14","X",7,"664",1,"0","0","0","0","0"
"1095","2013-14","X",12,"846",3,"1","4","5","3","2"
"1096","2013-14","X",10,"186",1,"0","0","1","0","0"
"1097","2013-14","X",11,"383",2,"1","1","2","2","0"
"1098","2013-14","X",7,"526",1,"0","0","0","0","0"
"1099","2013-14","X",7,"932",3,"0","6","6","3","2"
"1100","2013-14","X",9,"589",1,"0","1","0","1","0"
"1101","2013-14","X",9,"1,366",3,"1","3","9","1","2"
"1102","2013-14","X",12,"1,276",2,"1","5","3","2","3"
"1103","2013-14","X",11,"428",1,"0","0","0","0","0"
"1104","2013-14","X",9,"283",1,"0","0","0","0","0"
"1105","2013-14","X",8,"1,316",3,"1","9","14","2","4"
"1106","2013-14","X",11,"325",1,"0","0","2","0","0"
"1107","2013-14","X",11,"1,253",2,"1","1","0","2","0"
"1108","2013-14","X",11,"864",1,"0","0","0","0","0"
"1109","2013-14","X",11,"873",1,"2","3","1","4","1"
"1110","2013-14","X",8,"986",1,"0","0","0","0","0"
"1111","2013-14","X",7,"1,262",4,"0","5","14","3","0"
"1112","2013-14","X",7,"1,329",4,"2","3","9","3","2"
"1113","2013-14","X",11,"616",2,"0","2","2","2","0"
"1114","2014-15","K",18,"547",1,"1","6","2","2","4"
"1115","2013-14","X",8,"712",3,"0","7","8","2","2"
"1116","2013-14","X",12,"971",3,"1","5","3","4","0"
"1117","2013-14","X",11,"1,396",1,"0","1","0","1","0"
"1118","2013-14","X",12,"810",2,"0","4","4","2","0"
"1119","2013-14","X",10,"1,025",1,"0","1","0","0","1"
"1120","2013-14","X",10,"307",1,"0","2","3","0","2"
"1121","2013-14","X",10,"251",1,"0","0","1","0","0"
"1122","2013-14","X",10,"227",1,"1","0","0","1","0"
"1123","2013-14","X",9,"719",3,"0","5","3","3","2"
"1124","2013-14","X",12,"602",1,"0","1","1","0","1"
"1125","2013-14","X",9,"930",1,"0","0","0","0","0"
"1126","2013-14","X",9,"742",2,"0","0","0","0","0"
"1127","2013-14","X",10,"434",1,"0","5","2","2","2"
"1128","2013-14","X",10,"1,049",1,"0","0","1","0","0"
"1129","2013-14","X",10,"258",1,"0","0","0","0","0"
"1130","2013-14","X",9,"143",1,"1","0","0","1","0"
"1131","2013-14","X",11,"91",1,"0","0","0","0","0"
"1132","2014-15","K",20,"974",1,"0","0","0","0","0"
"1133","2013-14","X",10,"1,144",2,"1","3","2","3","1"
"1134","2013-14","X",9,"583",1,"0","0","1","0","0"
"1135","2013-14","X",10,"653",1,"0","0","0","0","0"
"1136","2013-14","X",10,"501",1,"0","1","0","1","0"
"1137","2013-14","X",11,"1,252",3,"3","18","18","6","4"
"1138","2013-14","X",10,"1,036",1,"1","1","1","1","1"
"1139","2013-14","X",8,"540",1,"0","2","1","0","2"
"1140","2013-14","X",9,"1,652",4,"0","9","15","3","5"
"1141","2013-14","X",12,"481",3,"0","8","12","3","2"
"1142","2014-15","K",20,"843",1,"0","0","0","0","0"
"1143","2013-14","X",8,"3,349",7,"3","16","34","9","10"
"1144","2013-14","X",11,"2,655",8,"1","6","23","3","3"
"1145","2013-14","X",12,"1,861",7,"4","11","6","4","8"
"1146","2013-14","X",11,"509",1,"0","7","5","2","4"
"1147","2013-14","X",12,"969",2,"1","5","6","5","1"
"1148","2014-15","K",22,"804",1,"0","0","0","0","0"
"1149","2013-14","X",11,"2,827",7,"3","12","43","5","5"
"1150","2013-14","X",10,"2,746",6,"1","12","36","1","9"
"1151","2013-14","X",10,"242",1,"0","0","0","0","0"
"1152","2014-15","K",13,"248",1,"1","1","0","2","0"
"1153","2013-14","X",10,"2,758",8,"1","7","22","3","1"
"1154","2013-14","X",10,"2,905",3,"8","24","70","7","17"
"1155","2013-14","X",10,"3,037",1,"0","2","5","1","0"
"1156","2013-14","X",11,"512",2,"0","0","1","0","0"
"1157","2014-15","K",17,"802",1,"3","8","6","4","6"
"1158","2013-14","X",10,"747",1,"0","1","0","0","0"
"1159","2014-15","K",17,"750",1,"0","0","1","0","0"
"1160","2013-14","X",8,"2,700",10,"1","23","47","7","6"
"1161","2013-14","X",11,"2,256",2,"3","12","14","4","9"
"1162","2013-14","X",9,"773",1,"2","4","1","2","2"
"1163","2013-14","X",9,"645",1,"0","2","3","1","0"
"1164","2013-14","X",7,"810",2,"0","3","7","1","1"
"1165","2013-14","X",10,"2,517",10,"15","17","56","22","7"
"1166","2013-14","X",7,"1,237",4,"2","4","14","1","3"
"1167","2013-14","X",8,"480",4,"1","3","8","3","0"
"1168","2014-15","K",20,"1283",1,"0","2","1","0","2"
"1169","2013-14","X",7,"557",4,"1","3","3","1","2"
"1170","2013-14","X",12,"516",1,"0","0","0","0","0"
"1171","2013-14","X",10,"1,238",5,"0","3","3","0","2"
"1172","2013-14","X",11,"555",1,"0","2","1","1","1"
"1173","2013-14","X",11,"536",1,"0","0","1","0","0"
"1174","2014-15","K",18,"815",1,"0","0","2","0","0"
"1175","2013-14","X",7,"1,553",3,"1","11","22","6","5"
"1176","2013-14","X",10,"390",1,"0","1","1","0","0"
"1177","2013-14","X",10,"514",1,"0","0","0","0","0"
"1178","2013-14","X",10,"237",1,"0","0","0","0","0"
"1179","2013-14","X",10,"266",1,"0","0","0","0","0"
"1180","2013-14","X",9,"711",1,"1","10","6","2","6"
"1181","2013-14","X",12,"493",1,"0","1","3","1","0"
"1182","2013-14","X",12,"534",1,"4","10","16","3","5"
"1183","2013-14","X",7,"912",2,"2","7","40","4","5"
"1184","2013-14","X",10,"404",1,"0","0","0","0","0"
"1185","2013-14","X",10,"387",1,"0","0","0","0","0"
"1186","2013-14","X",8,"248",5,"0","0","0","0","0"
"1187","2013-14","X",7,"105",1,"0","0","0","0","0"
"1188","2013-14","X",9,"1,358",3,"0","10","13","3","4"
"1189","2013-14","X",8,"555",2,"1","5","5","1","2"
"1190","2013-14","X",12,"609",1,"0","7","7","1","5"
"1191","2013-14","X",7,"485",1,"0","0","0","0","0"
"1192","2014-15","K",15,"1277",1,"0","0","0","0","0"
"1193","2014-15","K",17,"853",3,"1","2","1","2","1"
"1194","2014-15","K",13,"506",1,"0","1","1","0","1"
"1195","2014-15","K",16,"268",1,"0","1","0","0","1"
"1196","2014-15","K",19,"1037",1,"0","0","0","0","0"
"1197","2014-15","K",13,"880",1,"1","0","1","1","0"
"1198","2014-15","K",13,"796",2,"0","0","0","0","0"
"1199","2014-15","K",15,"1097",1,"1","0","0","1","0"
"1200","2014-15","K",13,"803",1,"0","1","1","1","0"
"1201","2014-15","K",23,"367",2,"0","4","1","3","1"
"1202","2014-15","K",19,"494",2,"0","1","4","0","1"
"1203","2014-15","K",22,"838",2,"0","2","4","2","0"
"1204","2014-15","K",15,"454",1,"1","1","0","2","0"
"1205","2014-15","K",14,"238",2,"0","0","2","0","0"
"1206","2014-15","K",14,"809",2,"0","0","4","0","0"
"1207","2014-15","K",14,"192",1,"0","0","1","0","0"
"1208","2014-15","K",14,"447",2,"0","0","0","0","0"
"1209","2014-15","K",13,"871",2,"0","2","3","1","1"
"1210","2014-15","K",16,"640",1,"1","2","0","2","1"
"1211","2014-15","K",17,"340",2,"0","1","1","1","0"
"1212","2014-15","K",14,"297",2,"0","1","1","1","0"
"1213","2014-15","K",15,"712",1,"0","0","3","0","0"
"1214","2014-15","K",16,"288",2,"0","1","3","0","0"
"1215","2014-15","K",16,"550",3,"1","4","4","2","2"
"1216","2014-15","K",15,"219",2,"0","0","0","0","0"
"1217","2014-15","K",16,"219",1,"0","0","0","0","0"
"1218","2014-15","K",15,"846",1,"0","0","0","0","0"
"1219","2014-15","K",14,"623",1,"0","0","0","0","0"
"1220","2014-15","K",13,"234",1,"2","0","0","2","0"
"1221","2014-15","K",15,"676",2,"0","4","1","4","0"
"1222","2014-15","K",14,"429",4,"0","4","3","1","3"
"1223","2014-15","K",14,"512",1,"0","0","0","0","0"
"1224","2014-15","K",16,"418",2,"0","1","5","1","0"
"1225","2014-15","K",15,"540",1,"0","2","1","2","0"
"1226","2014-15","K",15,"408",1,"0","0","0","0","0"
"1227","2014-15","K",21,"666",1,"0","2","2","0","1"
"1228","2014-15","K",16,"540",2,"0","2","1","1","1"
"1229","2014-15","K",23,"528",1,"0","1","1","0","1"
"1230","2014-15","K",21,"1442",1,"0","1","3","1","0"
"1231","2014-15","K",13,"261",1,"0","1","2","0","0"
"1232","2014-15","K",32,"844",1,"0","0","0","0","0"
"1233","2014-15","K",13,"642",2,"0","2","2","0","2"
"1234","2014-15","K",20,"640",1,"0","0","0","0","0"
"1235","2014-15","K",14,"1,472",3,"3","5","4","6","2"
"1236","2014-15","K",14,"229",1,"1","0","2","0","1"
"1237","2014-15","K",15,"1123",1,"0","1","0","0","1"
"1238","2014-15","K",17,"428",1,"1","1","0","2","0"
"1239","2014-15","K",23,"353",2,"2","3","6","2","3"
"1240","2014-15","K",13,"418",2,"0","1","1","1","0"
"1241","2014-15","K",16,"413",3,"0","7","4","4","3"
"1242","2014-15","K",15,"974",1,"0","1","0","1","0"
"1243","2014-15","K",14,"325",2,"0","0","0","0","0"
"1244","2014-15","K",14,"692",1,"0","7","6","5","2"
"1245","2014-15","K",19,"853",2,"0","2","3","2","0"
"1246","2014-15","K",23,"396",3,"3","3","1","4","1"
"1247","2014-15","K",32,"508",1,"0","0","3","0","0"
"1248","2014-15","K",22,"772",2,"2","4","7","0","6"
"1249","2014-15","K",16,"324",1,"1","0","3","1","0"
"1250","2014-15","K",14,"685",1,"0","2","1","2","0"
"1251","2014-15","K",13,"220",1,"2","9","7","4","6"
"1252","2014-15","K",32,"433",1,"0","0","0","0","0"
"1253","2014-15","K",15,"2085",2,"0","2","3","1","1"
"1254","2014-15","K",17,"482",1,"0","2","0","1","1"
"1255","2014-15","K",13,"306",1,"0","0","0","0","0"
"1256","2014-15","K",15,"1508",1,"0","1","4","1","0"
"1257","2014-15","K",21,"978",1,"1","2","1","3","0"
"1258","2014-15","K",21,"638",2,"0","3","4","2","1"
"1259","2014-15","K",21,"824",1,"0","1","0","0","1"
"1260","2014-15","K",21,"843",1,"0","0","0","0","0"
"1261","2014-15","K",21,"734",1,"0","0","0","0","0"
"1262","2014-15","K",21,"898",1,"0","0","1","0","0"
"1263","2014-15","K",20,"1388",1,"0","0","1","0","0"
"1264","2014-15","K",20,"1199",1,"0","0","1","0","0"
"1265","2014-15","K",20,"1733",1,"0","0","0","0","0"
"1266","2014-15","K",32,"548",1,"0","0","0","0","0"
"1267","2014-15","K",15,"571",1,"0","1","1","1","0"
"1268","2014-15","K",19,"905",1,"0","1","1","1","0"
"1269","2014-15","K",14,"399",1,"0","0","0","0","0"
"1270","2014-15","K",32,"802",2,"1","4","12","2","2"
"1271","2014-15","K",20,"559",1,"0","0","1","0","0"
"1272","2014-15","K",20,"519",1,"0","0","0","0","0"
"1273","2014-15","K",13,"564",1,"2","3","2","5","0"
"1274","2014-15","K",18,"600",1,"1","1","1","2","0"
"1275","2014-15","K",18,"1160",1,"0","1","3","1","0"
"1276","2014-15","K",32,"516",1,"0","1","0","1","0"
"1277","2014-15","K",18,"624",1,"1","5","3","1","5"
"1278","2014-15","K",13,"669",3,"0","2","0","2","0"
"1279","2014-15","K",22,"428",1,"0","0","2","0","0"
"1280","2014-15","K",21,"379",1,"0","0","0","0","0"
"1281","2014-15","K",32,"806",1,"0","0","1","0","0"
"1282","2014-15","K",15,"346",1,"0","1","0","1","0"
"1283","2014-15","K",14,"318",3,"0","4","8","3","1"
"1284","2014-15","K",21,"426",1,"0","0","0","0","0"
"1285","2014-15","K",15,"685",1,"0","0","0","0","0"
"1286","2014-15","K",15,"1154",1,"0","0","4","0","0"
"1287","2014-15","K",14,"708",1,"0","0","0","0","0"
"1288","2014-15","K",18,"668",1,"0","0","0","0","0"
"1289","2014-15","K",15,"1011",2,"0","1","2","0","1"
"1290","2014-15","K",23,"303",1,"0","1","0","0","1"
"1291","2014-15","K",17,"679",1,"0","0","0","0","0"
"1292","2014-15","K",22,"1021",1,"0","1","0","0","1"
"1293","2014-15","K",15,"1344",2,"0","3","2","3","0"
"1294","2014-15","K",32,"783",1,"0","1","1","1","0"
"1295","2014-15","K",14,"667",2,"1","2","3","1","2"
"1296","2014-15","K",14,"386",1,"0","0","1","0","0"
"1297","2014-15","K",19,"699",1,"2","0","2","1","1"
"1298","2014-15","K",23,"187",1,"0","1","2","1","0"
"1299","2014-15","K",32,"332",1,"0","1","1","0","1"
"1300","2014-15","K",22,"1671",2,"0","1","1","1","0"
"1301","2014-15","K",21,"559",1,"0","0","0","0","0"
"1302","2014-15","K",15,"547",1,"0","1","0","1","0"
"1303","2014-15","K",23,"525",1,"1","1","0","0","2"
"1304","2014-15","K",14,"542",1,"0","1","1","1","0"
"1305","2014-15","K",19,"583",1,"0","0","0","0","0"
"1306","2014-15","K",19,"827",1,"0","1","0","1","0"
"1307","2014-15","K",20,"1335",1,"0","0","0","0","0"
"1308","2014-15","K",17,"433",2,"0","0","0","0","0"
"1309","2014-15","K",32,"473",1,"0","0","2","0","0"
"1310","2014-15","K",20,"577",1,"0","1","0","1","0"
"1311","2014-15","K",20,"569",1,"0","0","0","0","0"
"1312","2014-15","K",23,"454",1,"0","3","6","2","1"
"1313","2014-15","K",23,"400",1,"1","1","1","1","1"
"1314","2014-15","K",19,"318",3,"1","3","5","3","1"
"1315","2014-15","K",17,"449",2,"0","1","0","0","0"
"1316","2014-15","K",15,"1661",1,"0","0","0","0","0"
"1317","2014-15","K",20,"1002",1,"1","0","0","1","0"
"1318","2014-15","K",19,"749",2,"0","0","3","0","0"
"1319","2014-15","K",15,"597",1,"0","0","0","0","0"
"1320","2014-15","K",19,"462",3,"1","1","1","1","1"
"1321","2014-15","K",23,"709",2,"3","14","8","7","7"
"1322","2014-15","K",20,"1386",1,"0","0","0","0","0"
"1323","2014-15","K",21,"964",1,"0","0","0","0","0"
"1324","2014-15","K",20,"1505",2,"0","0","1","0","0"
"1325","2014-15","K",17,"985",1,"2","2","4","3","0"
"1326","2014-15","K",21,"694",1,"0","0","1","0","0"
"1327","2014-15","K",23,"455",4,"0","2","5","1","1"
"1328","2014-15","K",23,"560",1,"0","1","4","0","0"
"1329","2014-15","K",20,"716",1,"0","0","0","0","0"
"1330","2014-15","K",20,"993",1,"0","0","0","0","0"
"1331","2014-15","K",21,"487",1,"0","2","1","1","1"
"1332","2014-15","K",17,"1092",1,"0","3","1","2","1"
"1333","2014-15","K",19,"310",2,"0","0","2","0","0"
"1334","2014-15","K",17,"206",1,"1","1","0","1","0"
"1335","2014-15","K",20,"662",1,"0","0","0","0","0"
"1336","2014-15","K",22,"882",1,"0","0","3","0","0"
"1337","2014-15","K",22,"469",1,"0","1","1","1","0"
"1338","2014-15","K",22,"460",1,"0","2","0","2","0"
"1339","2014-15","K",14,"576",2,"0","0","0","0","0"
"1340","2014-15","K",22,"929",2,"0","0","5","0","0"
"1341","2014-15","K",22,"472",1,"0","0","1","0","0"
"1342","2014-15","K",21,"484",1,"0","1","0","1","0"
"1343","2014-15","K",20,"1344",1,"0","1","2","0","1"
"1344","2014-15","K",20,"1420",1,"0","0","1","0","0"
"1345","2014-15","K",19,"547",1,"0","1","2","1","0"
"1346","2014-15","K",22,"778",1,"0","0","1","0","0"
"1347","2014-15","K",20,"1183",1,"0","0","2","0","0"
"1348","2014-15","K",20,"1148",1,"0","0","0","0","0"
"1349","2014-15","K",22,"1412",1,"0","3","0","2","1"
"1350","2014-15","K",22,"1266",1,"0","0","0","0","0"
"1351","2014-15","K",18,"459",1,"0","0","0","0","0"
"1352","2014-15","K",21,"722",1,"0","0","1","0","0"
"1353","2014-15","K",17,"601",2,"1","4","2","3","2"
"1354","2014-15","K",19,"396",1,"0","0","0","0","0"
"1355","2014-15","K",19,"986",1,"0","0","0","0","0"
"1356","2014-15","K",21,"941",1,"0","1","1","1","0"
"1357","2014-15","K",21,"646",1,"1","0","0","1","0"
"1358","2014-15","K",22,"1261",1,"0","0","2","0","0"
"1359","2014-15","K",19,"770",3,"0","4","15","1","1"
